Id,Overall Qual,Year Built,Year Remod/Add,Exter Qual,Bsmt Qual,Bsmt Exposure,Heating QC,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Yr Sold,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area,Mas Vnr Area Total Bsmt SF,Mas Vnr Area Garage Area,BsmtFin SF 1 Gr Liv Area,Total Bsmt SF^2,Total Bsmt SF 1st Flr SF,Total Bsmt SF Gr Liv Area,Total Bsmt SF Garage Area,1st Flr SF^2,1st Flr SF Gr Liv Area,1st Flr SF Garage Area,Gr Liv Area^2,Gr Liv Area Garage Area,Garage Area^2,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,SalePrice
1044,6,1971,1971,2,3,1,2,1,2,4,0,0,1,1.0,2008,483.0,483.0,987.0,264.0,112056.0,61248.0,381969.0,233289.0,233289.0,476721.0,127512.0,233289.0,476721.0,127512.0,974169.0,260568.0,69696.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,85400
2752,7,2005,2005,3,4,3,4,2,3,6,0,0,2,2.0,2006,1208.0,1208.0,1208.0,632.0,0.0,0.0,474744.0,1459264.0,1459264.0,1459264.0,763456.0,1459264.0,1459264.0,763456.0,1459264.0,763456.0,399424.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,183600
807,5,1880,2007,3,0,0,4,1,2,7,1,3,1,2.0,2009,0.0,1288.0,2016.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658944.0,2596608.0,741888.0,4064256.0,1161216.0,331776.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,131000
1177,8,1999,2000,3,4,1,4,2,3,7,0,0,1,2.0,2008,960.0,962.0,1607.0,480.0,437760.0,218880.0,1306491.0,921600.0,923520.0,1542720.0,460800.0,925444.0,1545934.0,461760.0,2582449.0,771360.0,230400.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,200000
1480,7,2007,2007,3,4,3,4,2,3,6,0,0,2,2.0,2008,1351.0,1361.0,1361.0,610.0,0.0,0.0,32664.0,1825201.0,1838711.0,1838711.0,824110.0,1852321.0,1852321.0,830210.0,1852321.0,830210.0,372100.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,193000
324,5,2004,2005,2,5,3,4,2,3,7,0,0,2,2.0,2010,1430.0,1430.0,1430.0,624.0,0.0,0.0,0.0,2044900.0,2044900.0,2044900.0,892320.0,2044900.0,2044900.0,892320.0,2044900.0,892320.0,389376.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,173500
1311,5,1916,1950,2,3,1,1,1,2,7,0,0,1,3.0,2008,624.0,624.0,1344.0,513.0,0.0,0.0,0.0,389376.0,389376.0,838656.0,320112.0,389376.0,838656.0,320112.0,1806336.0,689472.0,263169.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98000
770,5,1963,1963,2,3,1,2,1,2,5,0,0,1,2.0,2009,1121.0,1121.0,1121.0,480.0,0.0,0.0,729771.0,1256641.0,1256641.0,1256641.0,538080.0,1256641.0,1256641.0,538080.0,1256641.0,538080.0,230400.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,139000
2063,6,1977,1977,2,3,1,4,1,2,7,1,3,2,2.0,2007,660.0,1285.0,1285.0,528.0,97680.0,78144.0,0.0,435600.0,848100.0,848100.0,348480.0,1651225.0,1651225.0,678480.0,1651225.0,678480.0,278784.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,143500
69,7,2009,2009,2,4,2,4,2,3,7,0,0,1,2.0,2010,756.0,764.0,1547.0,614.0,0.0,0.0,37128.0,571536.0,577584.0,1169532.0,464184.0,583696.0,1181908.0,469096.0,2393209.0,949858.0,376996.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,215200
2062,5,1968,1968,2,4,1,3,1,2,5,1,1,3,2.0,2007,894.0,894.0,894.0,450.0,0.0,0.0,439848.0,799236.0,799236.0,799236.0,402300.0,799236.0,799236.0,402300.0,799236.0,402300.0,202500.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,129000
351,8,2000,2000,3,4,1,4,2,4,5,1,5,3,2.0,2009,1501.0,1659.0,1659.0,499.0,0.0,0.0,1921122.0,2253001.0,2490159.0,2490159.0,748999.0,2752281.0,2752281.0,827841.0,2752281.0,827841.0,249001.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,278000
2393,8,2005,2006,3,5,3,4,2,4,8,1,4,3,2.0,2006,1209.0,1209.0,2253.0,575.0,0.0,0.0,0.0,1461681.0,1461681.0,2723877.0,695175.0,1461681.0,2723877.0,695175.0,5076009.0,1295475.0,330625.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,344133
12,6,1992,2007,2,4,1,4,2,2,6,0,0,3,2.0,2010,1168.0,1187.0,1187.0,420.0,0.0,0.0,1109845.0,1364224.0,1386416.0,1386416.0,490560.0,1408969.0,1408969.0,498540.0,1408969.0,498540.0,176400.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,185000
2339,5,1955,1955,2,3,2,2,1,2,5,0,0,3,2.0,2006,1056.0,1056.0,1056.0,572.0,0.0,0.0,1115136.0,1115136.0,1115136.0,1115136.0,604032.0,1115136.0,1115136.0,604032.0,1115136.0,604032.0,327184.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145000
624,6,1961,1961,2,3,1,4,2,2,6,1,3,2,2.0,2009,1453.0,1453.0,1453.0,530.0,4359.0,1590.0,1906336.0,2111209.0,2111209.0,2111209.0,770090.0,2111209.0,2111209.0,770090.0,2111209.0,770090.0,280900.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,187500
86,5,1965,2009,2,3,1,4,1,2,5,1,4,1,1.0,2010,894.0,894.0,894.0,336.0,0.0,0.0,494382.0,799236.0,799236.0,799236.0,300384.0,799236.0,799236.0,300384.0,799236.0,300384.0,112896.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,138500
1534,5,1937,1995,2,3,1,4,2,3,7,1,4,1,1.0,2008,942.0,1265.0,1938.0,240.0,0.0,0.0,1174428.0,887364.0,1191630.0,1825596.0,226080.0,1600225.0,2451570.0,303600.0,3755844.0,465120.0,57600.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,198000
2243,5,1895,2006,2,3,1,1,2,2,9,0,0,0,0.0,2007,957.0,1034.0,1991.0,0.0,0.0,0.0,0.0,915849.0,989538.0,1905387.0,0.0,1069156.0,2058694.0,0.0,3964081.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119600
1957,5,1949,2006,2,3,2,4,1,2,6,1,1,1,2.0,2007,672.0,672.0,924.0,576.0,0.0,0.0,0.0,451584.0,451584.0,620928.0,387072.0,451584.0,620928.0,387072.0,853776.0,532224.0,331776.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,122900
380,8,1981,1981,3,4,1,2,2,3,9,1,4,3,2.0,2009,2524.0,2524.0,2524.0,542.0,0.0,0.0,2786496.0,6370576.0,6370576.0,6370576.0,1368008.0,6370576.0,6370576.0,1368008.0,6370576.0,1368008.0,293764.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,278000
2860,8,1929,1950,2,4,1,1,1,3,7,2,4,1,2.0,2006,792.0,792.0,1517.0,400.0,0.0,0.0,0.0,627264.0,627264.0,1201464.0,316800.0,627264.0,1201464.0,316800.0,2301289.0,606800.0,160000.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,230000
2517,8,1995,1996,3,4,3,4,1,4,6,1,4,3,2.0,2006,1494.0,1494.0,1494.0,481.0,0.0,0.0,652878.0,2232036.0,2232036.0,2232036.0,718614.0,2232036.0,2232036.0,718614.0,2232036.0,718614.0,231361.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,270000
1933,6,1952,1952,2,3,1,2,1,2,5,0,0,1,2.0,2007,948.0,948.0,948.0,410.0,0.0,0.0,418068.0,898704.0,898704.0,898704.0,388680.0,898704.0,898704.0,388680.0,898704.0,388680.0,168100.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,125000
820,8,2007,2008,3,5,4,4,2,3,7,1,4,2,3.0,2009,1705.0,1718.0,1718.0,826.0,572880.0,277536.0,2212784.0,2907025.0,2929190.0,2929190.0,1408330.0,2951524.0,2951524.0,1419068.0,2951524.0,1419068.0,682276.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,297000
675,6,1958,1958,2,4,4,1,1,2,5,1,4,2,1.0,2009,160.0,1142.0,1142.0,384.0,13120.0,31488.0,0.0,25600.0,182720.0,182720.0,61440.0,1304164.0,1304164.0,438528.0,1304164.0,438528.0,147456.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,113500
2910,5,1977,1977,2,3,1,4,2,2,6,1,3,2,1.0,2006,757.0,925.0,1475.0,336.0,0.0,0.0,808300.0,573049.0,700225.0,1116575.0,254352.0,855625.0,1364375.0,310800.0,2175625.0,495600.0,112896.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,127000
21,6,1977,1977,2,4,1,4,2,2,7,1,3,2,2.0,2010,1844.0,1844.0,1844.0,546.0,885120.0,262080.0,1300020.0,3400336.0,3400336.0,3400336.0,1006824.0,3400336.0,3400336.0,1006824.0,3400336.0,1006824.0,298116.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,190000
1873,7,1973,1973,2,3,1,1,1,2,6,1,3,1,2.0,2007,1242.0,1242.0,1242.0,528.0,397440.0,168960.0,1137672.0,1542564.0,1542564.0,1542564.0,655776.0,1542564.0,1542564.0,655776.0,1542564.0,655776.0,278784.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,175500
2125,5,1994,1994,2,4,1,4,1,2,5,0,0,1,1.0,2007,990.0,990.0,990.0,384.0,0.0,0.0,415800.0,980100.0,980100.0,980100.0,380160.0,980100.0,980100.0,380160.0,980100.0,380160.0,147456.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,146000
1489,5,1965,1965,3,3,1,3,1,2,6,0,0,3,1.0,2008,1256.0,1256.0,1256.0,276.0,0.0,0.0,1042480.0,1577536.0,1577536.0,1577536.0,346656.0,1577536.0,1577536.0,346656.0,1577536.0,346656.0,76176.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,147500
2383,10,2006,2006,4,5,4,4,2,4,7,1,4,3,3.0,2006,2076.0,2076.0,2076.0,850.0,0.0,0.0,2877336.0,4309776.0,4309776.0,4309776.0,1764600.0,4309776.0,4309776.0,1764600.0,4309776.0,1764600.0,722500.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,465000
983,5,1978,1978,2,4,3,4,1,3,4,1,3,3,2.0,2009,1097.0,1110.0,1110.0,602.0,114088.0,62608.0,1217670.0,1203409.0,1217670.0,1217670.0,660394.0,1232100.0,1232100.0,668220.0,1232100.0,668220.0,362404.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,165500
